,Entry Title,Link
1878,Proclus,entries/proclus/
1879,parenthood and procreation,entries/parenthood/
1880,"Sophists, The",entries/sophists/
1881,progress,entries/progress/
1882,promises,entries/promises/
1883,proof theory,entries/proof-theory/
1884,development of,entries/proof-theory-development/
1885,properties,entries/properties/
1886,emergent properties,entries/properties-emergent/
1887,essential vs. accidental properties,entries/essential-accidental/
1888,natural,entries/natural-properties/
1889,intellectual,entries/intellectual-property/
1890,property and ownership,entries/property/
1891,prophecy,entries/prophecy/
1892,propositional attitude reports,entries/prop-attitude-reports/
1893,propositional function,entries/propositional-function/
1894,logic: propositional,entries/logic-propositional/
1895,propositions,entries/propositions/
1896,singular,entries/propositions-singular/
1897,structured,entries/propositions-structured/
1898,Protagoras,entries/protagoras/
1899,"providence, divine",entries/providence-divine/
1900,Pseudo-Dionysius the Areopagite,entries/pseudo-dionysius-areopagite/
1901,science: and pseudo-science,entries/pseudo-science/
1902,"soul, ancient theories of",entries/ancient-soul/
1903,"psychiatry, philosophy of",entries/psychiatry/
1904,psychologism,entries/psychologism/
1905,evolutionary,entries/evolutionary-psychology/
1906,public goods,entries/public-goods/
1907,ethics,entries/publichealth-ethics/
1908,publicity,entries/publicity/
1909,public reason,entries/public-reason/
1910,moral and political philosophy,entries/pufendorf-moral/
1911,"punishment, legal",entries/legal-punishment/
1912,Pyrrho,entries/pyrrho/
1913,skepticism: ancient,entries/skepticism-ancient/
1914,Pythagoras,entries/pythagoras/
1915,Pythagoreanism,entries/pythagoreanism/
1916,[jump to top],#pagetopright
1917,Chinese Philosophy: Qing philosophy,entries/qing-philosophy/
1918,qualia,entries/qualia/
1919,inverted,entries/qualia-inverted/
1920,knowledge argument,entries/qualia-knowledge/
1921,quantifiers and quantification,entries/quantification/
1922,quantum mechanics,entries/qm/
1923,action at a distance in,entries/qm-action-distance/
1924,Bell’s Theorem,entries/bell-theorem/
1925,Bohmian mechanics,entries/qm-bohm/
1926,collapse theories,entries/qm-collapse/
1927,consistent histories approach,entries/qm-consistent-histories/
1928,Copenhagen interpretation of,entries/qm-copenhagen/
1929,Everettian,entries/qm-everett/
1930,Kochen-Specker theorem,entries/kochen-specker/
1931,many-worlds interpretation of,entries/qm-manyworlds/
1932,modal interpretations of,entries/qm-modal/
1933,relational,entries/qm-relational/
1934,retrocausality,entries/qm-retrocausality/
1935,the role of decoherence in,entries/qm-decoherence/
1936,Bayesian and pragmatist views,entries/quantum-bayesian/
1937,and consciousness,entries/qt-consciousness/
1938,the Einstein-Podolsky-Rosen argument in,entries/qt-epr/
1939,identity and individuality in,entries/qt-idind/
1940,and mathematical rigor,entries/qt-nvd/
1941,quantum theory: philosophical issues in,entries/qt-issues/
1942,philosophical issues in,entries/qt-issues/
1943,quantum computing,entries/qt-quantcomp/
1944,quantum entanglement and information,entries/qt-entangle/
1945,quantum field theory,entries/quantum-field-theory/
1946,quantum gravity,entries/quantum-gravity/
1947,quantum logic and probability theory,entries/qt-quantlog/
1948,Uncertainty Principle,entries/qt-uncertainty/
1949,questions,entries/questions/
1950,"Quine, Willard Van Orman",entries/quine/
1951,"mathematics, philosophy of: indispensability arguments in the",entries/mathphil-indis/
1952,New Foundations,entries/quine-nf/
1953,quotation,entries/quotation/
1954,[jump to top],#pagetopright
1955,race,entries/race/
1956,critical philosophy of race,entries/critical-phil-race/
1957,Radulphus Brito,entries/radulphus-brito/
1958,"Ramsey, Frank",entries/ramsey/
1959,and intergenerational welfare economics,entries/ramsey-economics/
1960,"Ramus, Petrus",entries/ramus/
1961,"Rand, Ayn",entries/ayn-rand/
1962,chance: versus randomness,entries/chance-randomness/
1963,expected utility,entries/rationality-normative-utility/
1964,rivals to expected utility,entries/rationality-normative-nonutility/
1965,rationalism vs. empiricism,entries/rationalism-empiricism/
1966,epistemology: Bayesian,entries/epistemology-bayesian/
1967,bounded rationality,entries/bounded-rationality/
1968,game theory: epistemic foundations of,entries/epistemic-game/
1969,historicist theories of,entries/rationality-historicist/
1970,instrumental,entries/rationality-instrumental/
1971,structural,entries/rationality-structural/
1972,"Rawls, John",entries/rawls/
1973,realism,entries/realism/
1974,challenges to metaphysical,entries/realism-sem-challenge/
1975,moral realism,entries/moral-realism/
1976,political realism: in international relations,entries/realism-intl-relations/
1977,scientific realism,entries/scientific-realism/
1978,structural realism,entries/structural-realism/
1979,and theory change in science,entries/realism-theory-change/
1980,automated,entries/reasoning-automated/
1981,analogy and analogical reasoning,entries/reasoning-analogy/
1982,defeasible,entries/reasoning-defeasible/
1983,moral,entries/reasoning-moral/
1984,agent-neutral vs. agent-relative,entries/reasons-agent/
1985,internal vs. external,entries/reasons-internal-external/
1986,"justification, motivation, explanation",entries/reasons-just-vs-expl/
1987,recognition,entries/recognition/
1988,reconciliation,entries/reconciliation/
1989,recursion,#
1990,recursive functions,entries/recursive-functions/
1991,redistribution,entries/redistribution/
1992,"reduction, scientific",entries/scientific-reduction/
1993,in biology,entries/reduction-biology/
1994,physics: intertheory relations in,entries/physics-interrelate/
1995,reference,entries/reference/
1996,reflective equilibrium,entries/reflective-equilibrium/
1997,"Regius, Henricus",entries/henricus-regius/
1998,"Rehberg, August Wilhelm",entries/august-rehberg/
1999,"Reichenbach, Hans",entries/reichenbach/
2000,common cause principle,entries/physics-Rpcc/
2001,"Reid, Thomas",entries/reid/
2002,ethics,entries/reid-ethics/
2003,on memory and personal identity,entries/reid-memory-identity/
2004,"Reinach, Adolf",entries/reinach/
2005,"Reinhold, Karl Leonhard",entries/karl-reinhold/
2006,reism,entries/reism/
2007,relations,entries/relations/
2008,medieval theories of,entries/relations-medieval/
2009,relativism,entries/relativism/
2010,moral relativism,entries/moral-relativism/
2011,reliabilist epistemology,entries/reliabilism/
2012,concept of,entries/concept-religion/
2013,epistemology of,entries/religion-epistemology/
2014,"feminist philosophy, interventions: philosophy of religion",entries/feminist-religion/
2015,and morality,entries/religion-morality/
2016,"theology, natural and natural religion",entries/natural-theology/
2017,phenomenology of,entries/phenomenology-religion/
2018,philosophy of,entries/philosophy-religion/
2019,and political theory,entries/religion-politics/
2020,and science,entries/religion-science/
2021,religious diversity,entries/religious-pluralism/
2022,religious experience,entries/religious-experience/
2023,religious language,entries/religious-language/
2024,"reparations, Black",entries/black-reparations/
2025,replication and reproduction,entries/replication/
2026,"representation, political",entries/political-representation/
2027,scientific representation,entries/scientific-representation/
2028,"reproducibility, scientific",entries/scientific-reproducibility/
2029,republicanism,entries/republicanism/
2030,"repugnant conclusion, the",entries/repugnant-conclusion/
2031,imaginative resistance,entries/imaginative-resistance/
2032,respect,entries/respect/
2033,collective,entries/collective-responsibility/
2034,justice: retributive,entries/justice-retributive/
2035,"revelation, divine",entries/divine-revelation/
2036,reverse mathematics,entries/reverse-mathematics/
2037,revolution,entries/revolution/
2038,"Richard the Sophister [Ricardus Sophista, Magister abstractionum]",entries/richard-sophister/
2039,"Rickert, Heinrich",entries/heinrich-rickert/
2040,"Ricoeur, Paul",entries/ricoeur/
2041,rights,entries/rights/
2042,of children,entries/rights-children/
2043,civil rights,entries/civil-rights/
2044,group,entries/rights-group/
2045,human,entries/rights-human/
2046,legal rights,entries/legal-rights/
2047,territorial rights and justice,entries/territorial-rights/
2048,rigid designators,entries/rigid-designators/
2049,risk,entries/risk/
2050,artificial intelligence: ethics of,entries/ethics-ai/
2051,obligations: special,entries/special-obligations/
2052,"Rorty, Richard",entries/rorty/
2053,"Rosenstock-Huessy, Eugen",entries/rosenstock-huessy/
2054,"Rosenzweig, Franz",entries/rosenzweig/
2055,"Rosmini, Antonio",entries/antonio-rosmini/
2056,"Ross, William David",entries/william-david-ross/
2057,"Rousseau, Jean Jacques",entries/rousseau/
2058,"Sylvan, Richard",entries/sylvan-routley/
2059,"Royce, Josiah",entries/royce/
2060,Richard the Sophister,entries/richard-sophister/
2061,rule-following and intentionality,entries/rule-following/
2062,consequentialism: rule,entries/consequentialism-rule/
2063,rule of law and procedural fairness,entries/rule-of-law/
2064,"Russell, Bertrand",entries/russell/
2065,logical atomism: Russell’s,entries/logical-atomism/
2066,moral philosophy,entries/russell-moral/
2067,Russell’s paradox,entries/russell-paradox/
2068,"Ryle, Gilbert",entries/ryle/
2069,[jump to top],#pagetopright
2070,Saadya [Saadiah],entries/saadya/
2071,Śāntarakṣita,entries/saantarak-sita/
2072,Śāntideva,entries/shantideva/
2073,Sakya Paṇḍita [sa skya paṇ ḍi ta],entries/sakya-pandita/
2074,sale of human organs,entries/organs-sale/
2075,"Salmon, Wesley",entries/wesley-salmon/
2076,"Sanches, Francisco",entries/francisco-sanches/
2077,Śaṅkara,entries/shankara/
2078,"Santayana, George",entries/santayana/
2079,"Sartre, Jean-Paul",entries/sartre/
2080,skepticism,entries/skepticism/
2081,"Scheler, Max",entries/scheler/
2082,"Schelling, Friedrich Wilhelm Joseph von",entries/schelling/
2083,schema,entries/schema/
2084,"Schiller, Friedrich",entries/schiller/
2085,"Schlegel, August Wilhelm von",entries/schlegel-aw/
2086,"Schlegel, Friedrich",entries/schlegel/
2087,"Schleiermacher, Friedrich Daniel Ernst",entries/schleiermacher/
2088,"Schlick, Moritz",entries/schlick/
2089,"Schmitt, Carl",entries/schmitt/
2090,"Scholem, Gershom",entries/scholem/
2091,"Scholz, Heinrich",entries/scholz/
2092,School of Names,entries/school-names/
2093,School of Salamanca,entries/school-salamanca/
2094,"Schopenhauer, Arthur",entries/schopenhauer/
2095,aesthetics,entries/schopenhauer-aesthetics/
2096,"Schutz, Alfred",entries/schutz/
2097,models in science,entries/models-science/
2098,and pseudo-science,entries/pseudo-science/
2099,theory and observation in,entries/science-theory-observation/
2100,unity of,entries/scientific-unity/
2101,scientific discovery,entries/scientific-discovery/
2102,scientific explanation,entries/scientific-explanation/
2103,causal approaches to,entries/causal-explanation-science/
2104,social dimensions of,entries/scientific-knowledge-social/
2105,scientific method,entries/scientific-method/
2106,scientific objectivity,entries/scientific-objectivity/
2107,scientific pluralism,entries/scientific-pluralism/
2108,scientific progress,entries/scientific-progress/
2109,scientific realism,entries/scientific-realism/
2110,realism: and theory change in science,entries/realism-theory-change/
2111,scientific representation,entries/scientific-representation/
2112,scientific research and big data,entries/science-big-data/
2113,scientific revolutions,entries/scientific-revolutions/
2114,incommensurability: of scientific theories,entries/incommensurability/
2115,structure of,entries/structure-scientific-theories/
2116,"underdetermination, of scientific theories",entries/scientific-underdetermination/
2117,in the 18th Century,entries/scottish-18th/
2118,in the 19th century,entries/scottish-19th/
2119,"Eriugena, John Scottus",entries/scottus-eriugena/
2120,"Duns Scotus, John",entries/duns-scotus/
2121,"Scudéry, Madeleine de",entries/madeleine-scudery/
2122,ethics: search engines and,entries/ethics-search/
2123,"Montaigne, Michel de",entries/montaigne/
2124,secession,entries/secession/
2125,primary and secondary qualities in early modern philosophy,entries/qualities-prim-sec/
2126,"feminist philosophy, topics: perspectives on the self",entries/feminism-self/
2127,self-knowledge,entries/self-knowledge/
2128,self-consciousness,entries/self-consciousness/
2129,phenomenological approaches to,entries/self-consciousness-phenomenological/
2130,self-deception,entries/self-deception/
2131,self-defense,entries/self-defense/
2132,"self-doubt, epistemic",entries/epistemic-self-doubt/
2133,self-knowledge,entries/self-knowledge/
2134,externalism: and self-knowledge,entries/self-knowledge-externalism/
2135,self-locating beliefs,entries/self-locating-beliefs/
2136,self-reference,entries/self-reference/
2137,respect,entries/respect/
2138,"Sellars, Wilfrid",entries/sellars/
2139,meaning holism,entries/meaning-holism/
2140,defaults in semantics and pragmatics,entries/defaults-semantics-pragmatics/
2141,dynamic,entries/dynamic-semantics/
2142,Montague,entries/montague-semantics/
2143,proof-theoretic,entries/proof-theoretic-semantics/
2144,two-dimensional,entries/two-dimensional-semantics/
2145,medieval,entries/semiotics-medieval/
2146,Seneca,entries/seneca/
2147,sense data,entries/sense-data/
2148,fitting attitude theories of value,entries/fitting-attitude-theories/
2149,moral sentimentalism,entries/moral-sentimentalism/
2150,set theory,entries/set-theory/
2151,alternative axiomatic theories,entries/settheory-alternative/
2152,constructive and intuitionistic ZF,entries/set-theory-constructive/
2153,continuum hypothesis,entries/continuum-hypothesis/
2154,early development,entries/settheory-early/
2155,independence and large cardinals,entries/independence-large-cardinals/
2156,large cardinals and determinacy,entries/large-cardinals-determinacy/
2157,non-wellfounded,entries/nonwellfounded-set-theory/
2158,Zermelo’s axiomatization of,entries/zermelo-set-theory/
2159,sex and sexuality,entries/sex-sexuality/
2160,Sextus Empiricus,entries/sextus-empiricus/
2161,"Shaftesbury, Lord [Anthony Ashley Cooper, 3rd Earl of]",entries/shaftesbury/
2162,emotion: 17th and 18th century theories of,entries/emotions-17th18th/
2163,"Sharpe, Johannes",entries/sharpe/
2164,"Shepherd, Mary",entries/mary-shepherd/
2165,"Sidgwick, Henry",entries/sidgwick/
2166,Simon of Faversham,entries/simon-faversham/
2167,simplicity,entries/simplicity/
2168,divine,entries/divine-simplicity/
2169,Simplicius,entries/simplicius/
2170,Simpson’s paradox,entries/paradox-simpson/
2171,simulations in science,entries/simulations-science/
2172,"sin, in Christian thought",entries/sin-christian/
2173,medieval theories of,entries/singular-terms-medieval/
2174,in natural language semantics,entries/situations-semantics/
2175,skeptical theism,entries/skeptical-theism/
2176,skepticism,entries/skepticism/
2177,about moral responsibility,entries/skepticism-moral-responsibility/
2178,ancient,entries/skepticism-ancient/
2179,and content externalism,entries/skepticism-content-externalism/
2180,in Latin America,entries/skepticism-latin-america/
2181,medieval,entries/skepticism-medieval/
2182,moral skepticism,entries/skepticism-moral/
2183,paradox: Skolem’s,entries/paradox-skolem/
2184,Scottish Philosophy: in the 18th Century,entries/scottish-18th/
2185,moral and political philosophy,entries/smith-moral-political/
2186,social choice theory,entries/social-choice/
2187,naturalistic approaches to,entries/social-construction-naturalistic/
2188,contractarianism,entries/contractarianism/
2189,contemporary approaches to,entries/contractarianism-contemporary/
2190,epistemology: social,entries/epistemology-social/
2191,social institutions,entries/social-institutions/
2192,socialism,entries/socialism/
2193,social minimum [basic income],entries/social-minimum/
2194,social networking and ethics,entries/ethics-social-networking/
2195,social norms,entries/social-norms/
2196,social ontology,entries/social-ontology/
2197,"social procedures, formal approaches",entries/social-procedures/
2198,sociobiology,entries/sociobiology/
2199,Socrates,entries/socrates/
2200,solidarity in social and political philosophy,entries/solidarity/
2201,Sophie de Grouchy,entries/sophie-de-grouchy/
2202,sophismata [= sophisms],entries/sophismata/
2203,"Sophists, The",entries/sophists/
2204,Sorites paradox,entries/sorites-paradox/
2205,sortals,entries/sortals/
2206,"soul, ancient theories of",entries/ancient-soul/
2207,sounds,entries/sounds/
2208,sovereignty,entries/sovereignty/
2209,"absolute and relational space and motion, classical theories",entries/spacetime-theories-classical/
2210,"absolute and relational space and motion, post-Newtonian theories",entries/spacetime-theories/
2211,being and becoming in modern physics,entries/spacetime-bebecome/
2212,conventionality of simultaneity,entries/spacetime-convensimul/
2213,the hole argument,entries/spacetime-holearg/
2214,inertial frames,entries/spacetime-iframes/
2215,singularities and black holes,entries/spacetime-singularities/
2216,supertasks,entries/spacetime-supertasks/
2217,species,entries/species/
2218,inner speech,entries/inner-speech/
2219,speech acts,entries/speech-acts/
2220,"Spencer, Herbert",entries/spencer/
2221,Speusippus,entries/speusippus/
2222,epistemology and philosophy of mind,entries/spinoza-epistemology-mind/
2223,"Spinoza, Baruch",entries/spinoza/
2224,modal metaphysics,entries/spinoza-modal/
2225,physical theory,entries/spinoza-physics/
2226,political philosophy,entries/spinoza-political/
2227,psychological theory,entries/spinoza-psychological/
2228,theory of attributes,entries/spinoza-attributes/
2229,emotion: 17th and 18th century theories of,entries/emotions-17th18th/
2230,"sport, philosophy of",entries/sport/
2231,square of opposition,entries/square/
2232,Śrīharṣa,entries/sriharsa/
2233,St. Petersburg paradox,entries/paradox-stpetersburg/
2234,states of affairs,entries/states-of-affairs/
2235,Boltzmann’s work in,entries/statphys-Boltzmann/
2236,philosophy of statistical mechanics,entries/statphys-statmech/
2237,"statistics, philosophy of",entries/statistics/
2238,"Stebbing, Susan",entries/stebbing/
2239,"Stein, Edith",entries/stein/
2240,"ethics, biomedical: stem cell research",entries/stem-cells/
2241,"Stevenson, Charles Leslie",entries/stevenson/
2242,Scottish Philosophy: in the 18th Century,entries/scottish-18th/
2243,"Stirner, Max",entries/max-stirner/
2244,Stoicism,entries/stoicism/
2245,"Strauss, Leo",entries/strauss-leo/
2246,"Strawson, Peter Frederick",entries/strawson/
2247,"mathematics, philosophy of: structuralism",entries/structuralism-mathematics/
2248,physics: structuralism in,entries/physics-structuralism/
2249,structural realism,entries/structural-realism/
2250,"Stumpf, Carl",entries/stumpf/
2251,"Sturm, Johann",entries/johann-sturm/
2252,in mathematics,entries/mathematical-style/
2253,"Suárez, Francisco",entries/suarez/
2254,substance,entries/substance/
2255,logic: substructural,entries/logic-substructural/
2256,Suhrawardi,entries/suhrawardi/
2257,suicide,entries/suicide/
2258,supererogation,entries/supererogation/
2259,supervenience,entries/supervenience/
2260,in ethics,entries/supervenience-ethics/
2261,advance directives,entries/advance-directives/
2262,"Susman, Margarete",entries/susman-margarete/
2263,"suspense, paradox of",entries/paradox-suspense/
2264,medieval theories of,entries/medieval-syllogism/
2265,"Sylvan [Routley], Richard",entries/sylvan-routley/
2266,physics: symmetry and symmetry breaking,entries/symmetry-breaking/
2267,analytic/synthetic distinction,entries/analytic-synthetic/
2268,Syrianus,entries/syrianus/
2269,"systems and synthetic biology, philosophy of",entries/systems-synthetic-biology/
2270,[jump to top],#pagetopright
2271,Daoism,entries/daoism/
2272,"Tarski, Alfred",entries/tarski/
2273,truth definitions,entries/tarski-truth/
2274,"Taurellus, Nicolaus",entries/taurellus/
2275,episteme and techne,entries/episteme-techne/
2276,"technology, philosophy of",entries/technology/
2277,teleological arguments for God’s existence,entries/teleological-arguments/
2278,teleological notions in biology,entries/teleology-biology/
2279,mental content: teleological theories of,entries/content-teleological/
2280,"Telesio, Bernardino",entries/telesio/
2281,consciousness: temporal,entries/consciousness-temporal/
2282,temporal parts,entries/temporal-parts/
2283,tense and aspect,entries/tense-aspect/
2284,medieval theories of,entries/medieval-terms/
2285,territorial rights and justice,entries/territorial-rights/
2286,terrorism,entries/terrorism/
2287,epistemological problems of,entries/testimony-episprob/
2288,aesthetic testimony,entries/aesthetic-testimony/
2289,"theater, philosophy of",entries/theater/
2290,atheism and agnosticism,entries/atheism-agnosticism/
2291,monotheism,entries/monotheism/
2292,panentheism,entries/panentheism/
2293,pantheism,entries/pantheism/
2294,process theism,entries/process-theism/
2295,skeptical theism,entries/skeptical-theism/
2296,"theology, natural and natural religion",entries/natural-theology/
2297,Theology of Aristotle,entries/theology-aristotle/
2298,Theophrastus,entries/theophrastus/
2299,theoretical terms in science,entries/theoretical-terms-science/
2300,thick ethical concepts,entries/thick-ethical-concepts/
2301,Thomas of Erfurt,entries/erfurt/
2302,"Thoreau, Henry David",entries/thoreau/
2303,associationist theories of thought,entries/associationist-thought/
2304,thought experiments,entries/thought-experiment/
2305,Plato: Callicles and Thrasymachus,entries/callicles-thrasymachus/
2306,"Tibbon, Samuel Ibn",entries/tibbon/
2307,Tibetan epistemology and philosophy of language,entries/epistemology-language-tibetan/
2308,time,entries/time/
2309,space and time: being and becoming in modern physics,entries/spacetime-bebecome/
2310,the experience and perception of,entries/time-experience/
2311,thermodynamic asymmetry in,entries/time-thermo/
2312,time machines,entries/time-machine/
2313,time travel,entries/time-travel/
2314,and modern physics,entries/time-travel-phys/
2315,Timon of Phlius,entries/timon-phlius/
2316,toleration,entries/toleration/
2317,"torts, theories of the common law of",entries/tort-theories/
2318,torture,entries/torture/
2319,touch,entries/touch/
2320,transcendental arguments,entries/transcendental-arguments/
2321,"Kant, Immanuel: transcendental arguments",entries/kant-transcendental/
2322,transcendentalism,entries/transcendentalism/
2323,"transcendentals, medieval theories of",entries/transcendentals-medieval/
2324,transformative experience,entries/transformative-experience/
2325,"feminist philosophy, topics: perspectives on trans issues",entries/feminism-trans/
2326,transmission of justification and warrant,entries/transmission-justification-warrant/
2327,identity: transworld,entries/identity-transworld/
2328,treating persons as means,entries/persons-means/
2329,trinity,entries/trinity/
2330,tropes,entries/tropes/
2331,trust,entries/trust/
2332,truth,entries/truth/
2333,axiomatic theories of,entries/truth-axiomatic/
2334,coherence theory of,entries/truth-coherence/
2335,correspondence theory of,entries/truth-correspondence/
2336,deflationism about,entries/truth-deflationary/
2337,identity theory of,entries/truth-identity/
2338,pluralist theories of,entries/truth-pluralist/
2339,pragmatic theory of,entries/truth-pragmatic/
2340,revision theory of,entries/truth-revision/
2341,"Tarski, Alfred: truth definitions",entries/tarski-truth/
2342,truthlikeness,entries/truthlikeness/
2343,truthmakers,entries/truthmakers/
2344,truth values,entries/truth-values/
2345,Tsongkhapa,entries/tsongkhapa/
2346,"Turing, Alan",entries/turing/
2347,Turing machines,entries/turing-machine/
2348,Turing test,entries/turing-test/
2349,Scottish Philosophy: in the 18th Century,entries/scottish-18th/
2350,"Twardowski, Kazimierz",entries/twardowski/
2351,"two truths in India, theory of",entries/twotruths-india/
2352,"two truths in Tibet, theory of",entries/twotruths-tibet/
2353,types and tokens,entries/types-tokens/
2354,type theory,entries/type-theory/
2355,Church’s type theory,entries/type-theory-church/
2356,type theory: intuitionistic,entries/type-theory-intuitionistic/
2357,intuitionistic,entries/type-theory-intuitionistic/
2358,[jump to top],#pagetopright
2359,God: and other ultimates,entries/god-ultimates/
2360,Umar Khayyam,entries/umar-khayyam/
2361,Uncertainty Principle,entries/qt-uncertainty/
2362,"underdetermination, of scientific theories",entries/scientific-underdetermination/
2363,understanding,entries/understanding/
2364,natural selection: units and levels of,entries/selection-units/
2365,science: unity of,entries/scientific-unity/
2366,binarium famosissimum,entries/binarium/
2367,properties,entries/properties/
2368,the medieval problem of,entries/universals-medieval/
2369,consequentialism,entries/consequentialism/
2370,history of,entries/utilitarianism-history/
2371,consequentialism: rule,entries/consequentialism-rule/
2372,[jump to top],#pagetopright
2373,vagueness,entries/vagueness/
2374,"many, problem of",entries/problem-of-many/
2375,"Vaihinger, Hans",entries/vaihinger/
2376,logical truth,entries/logical-truth/
2377,"Valla, Lorenzo",entries/lorenzo-valla/
2378,incommensurable,entries/value-incommensurable/
2379,intrinsic vs. extrinsic,entries/value-intrinsic-extrinsic/
2380,"knowledge, value of",entries/knowledge-value/
2381,pluralism,entries/value-pluralism/
2382,value theory,entries/value-theory/
2383,Vasubandhu,entries/vasubandhu/
2384,"vegetarianism, ethics of",entries/vegetarianism/
2385,original position,entries/original-position/
2386,intensional transitive verbs,entries/intensional-trans-verbs/
2387,truthlikeness,entries/truthlikeness/
2388,"Vico, Giambattista",entries/vico/
2389,Vienna Circle,entries/vienna-circle/
2390,ethics: ancient,entries/ethics-ancient/
2391,ethics: virtue,entries/ethics-virtue/
2392,epistemology of,entries/epistemology-visual-thinking/
2393,James of Viterbo,entries/james-viterbo/
2394,"Vives, Juan Luis",entries/vives/
2395,free will,entries/freewill/
2396,Voltaire,entries/voltaire/
2397,"voluntarism, theological",entries/voluntarism-theological/
2398,voting,entries/voting/
2399,methods,entries/voting-methods/
2400,[jump to top],#pagetopright
2401,Wang Yangming,entries/wang-yangming/
2402,war,entries/war/
2403,"Ward, James",entries/james-ward/
2404,transmission of justification and warrant,entries/transmission-justification-warrant/
2405,Watsuji Tetsurō,entries/watsuji-tetsuro/
2406,weakness of will,entries/weakness-will/
2407,"Weber, Max",entries/weber/
2408,"Weil, Simone",entries/simone-weil/
2409,economics and economic justice,entries/economic-justice/
2410,"Ramsey, Frank: and intergenerational welfare economics",entries/ramsey-economics/
2411,well-being,entries/well-being/
2412,"Weyl, Hermann",entries/weyl/
2413,"Whewell, William",entries/whewell/
2414,Cambridge Platonists,entries/cambridge-platonists/
2415,"Whitehead, Alfred North",entries/whitehead/
2416,William of Auvergne,entries/william-auvergne/
2417,William of Champeaux,entries/william-champeaux/
2418,"Ockham, William",entries/ockham/
2419,William of Sherwood,entries/william-sherwood/
2420,"Williams, Bernard",entries/williams-bernard/
2421,"Williams, Donald Cary",entries/williams-dc/
2422,"Wilson, John Cook",entries/wilson/
2423,"Windelband, Wilhelm",entries/wilhelm-windelband/
2424,wisdom,entries/wisdom/
2425,"Wittgenstein, Ludwig",entries/wittgenstein/
2426,aesthetics,entries/wittgenstein-aesthetics/
2427,logical atomism,entries/wittgenstein-atomism/
2428,philosophy of mathematics,entries/wittgenstein-mathematics/
2429,"Wodeham, Adam de",entries/wodeham/
2430,"Wolff, Christian",entries/wolff-christian/
2431,"Wollstonecraft, Mary",entries/wollstonecraft/
2432,meaning: of words,entries/word-meaning/
2433,work and labor,entries/work-labor/
2434,world government,entries/world-government/
2435,impossible worlds,entries/impossible-worlds/
2436,possible worlds,entries/possible-worlds/
2437,"Wright, Chauncey",entries/wright/
2438,"Wundt, Wilhelm Maximilian",entries/wilhelm-wundt/
2439,"Wyclif, John",entries/wyclif/
2440,political Philosophy,entries/wyclif-political/
2441,[jump to top],#pagetopright
2442,Xenocrates,entries/xenocrates/
2443,Xenophanes,entries/xenophanes/
2444,Xunzi,entries/xunzi/
2445,[jump to top],#pagetopright
2446,Yogācāra,entries/yogacara/
2447,"Yorck von Wartenburg, Count Paul",entries/yorck/
2448,[jump to top],#pagetopright
2449,"Zabarella, Giacomo",entries/zabarella/
2450,Zeno of Elea,entries/zeno-elea/
2451,Zeno’s paradoxes,entries/paradox-zeno/
2452,set theory: Zermelo’s axiomatization of,entries/zermelo-set-theory/
2453,Zhuangzi,entries/zhuangzi/
2454,Zhu Xi,entries/zhu-xi/
2455,zombies,entries/zombies/
2456,Projected Table of Contents,projected-contents.html
